     YEAR       MONTH         DAY        HOUR      MINUTE   N_Cluster         LON         LAT       IND_X       IND_Y     REFLECT   yyyyy_xx1   yyyyy_xx2 yyyyyyy_xx3     yyy_xx4     yyy_xx5       RIVER         CXE    PRECIPIT         VIL
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.3114     -2.2489     54.0000     75.0000     32.0156      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      4.9829      1.3142
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2914     -2.2489     55.0000     75.0000     37.4844      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000     17.7029      2.6253
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2714     -2.2489     56.0000     75.0000     38.4531      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000     20.6037      2.8343
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2514     -2.2489     57.0000     75.0000     29.1875      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      3.2281      0.9781
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2314     -2.2489     58.0000     75.0000     20.7656      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.8861      0.2879
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.1914     -2.2489     60.0000     75.0000     25.9219      0.0000      0.0000      0.0000      0.0000      0.0000     11.0000      1.0000      1.9554      0.6383
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.1714     -2.2489     61.0000     75.0000     32.2812      0.0000      0.0000      0.0000      0.0000      0.0000     11.0000      1.0000      5.1903      1.2305
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.1514     -2.2489     62.0000     75.0000     23.5781      0.0000      0.0000      0.0000      0.0000      0.0000     11.0000      1.0000      1.3645      0.6699
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.1314     -2.2489     63.0000     75.0000     24.4844      0.0000      0.0000      0.0000      0.0000      0.0000     11.0000      1.0000      1.5682      0.7002
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.1114     -2.2489     64.0000     75.0000     22.0781      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.0839      0.4135
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.0914     -2.2489     65.0000     75.0000     21.4375      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.9824      0.3562
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.0714     -2.2489     66.0000     75.0000     21.7656      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.0331      0.3772
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.0514     -2.2489     67.0000     75.0000     20.3906      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.8365      0.3570
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -60.6714     -2.2489     86.0000     75.0000     22.9688      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000      1.8222      0.4921
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -60.6514     -2.2489     87.0000     75.0000     26.7344      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000      3.2866      0.7145
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -60.6314     -2.2489     88.0000     75.0000     27.2188      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000      3.5457      0.7799
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -60.6114     -2.2489     89.0000     75.0000     25.7500      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000      2.8170      0.7039
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -60.5914     -2.2489     90.0000     75.0000     22.4219      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000      1.6726      0.5108
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.3514     -2.2689     52.0000     76.0000     24.2031      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.5019      0.9116
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.3314     -2.2689     53.0000     76.0000     20.7188      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.8798      0.5074
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.3114     -2.2689     54.0000     76.0000     21.1094      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.9341      0.5364
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2914     -2.2689     55.0000     76.0000     39.6094      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000     24.6945      3.3005
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2714     -2.2689     56.0000     76.0000     35.4375      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      8.4258      1.9895
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2514     -2.2689     57.0000     76.0000     19.9844      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.7860      0.1884
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2314     -2.2689     58.0000     76.0000     21.5156      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.9942      0.3206
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2114     -2.2689     59.0000     76.0000     31.3281      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      4.4838      1.1441
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.1914     -2.2689     60.0000     76.0000     37.1250      0.0000      0.0000      0.0000      0.0000      0.0000     11.0000      2.0000     16.7339      2.1478
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.1714     -2.2689     61.0000     76.0000     35.4219      0.0000      0.0000      0.0000      0.0000      0.0000     11.0000      2.0000     12.8155      1.7828
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.1514     -2.2689     62.0000     76.0000     35.4375      0.0000      0.0000      0.0000      0.0000      0.0000     11.0000      2.0000     12.8470      1.7687
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.1314     -2.2689     63.0000     76.0000     23.3750      0.0000      0.0000      0.0000      0.0000      0.0000     11.0000      1.0000      1.3226      0.6384
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.1114     -2.2689     64.0000     76.0000     22.5781      0.0000      0.0000      0.0000      0.0000      0.0000     11.0000      1.0000      1.1704      0.5430
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.0914     -2.2689     65.0000     76.0000     21.5469      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.9990      0.3789
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.0714     -2.2689     66.0000     76.0000     20.0938      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.7993      0.3520
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -60.6914     -2.2689     85.0000     76.0000     22.1875      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.1022      0.4640
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -60.6714     -2.2689     86.0000     76.0000     26.4531      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000      3.1450      0.6856
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -60.6514     -2.2689     87.0000     76.0000     29.1562      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000      4.8029      0.9429
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -60.6314     -2.2689     88.0000     76.0000     29.0938      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000      4.7561      0.9465
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -60.6114     -2.2689     89.0000     76.0000     24.7344      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000      2.4027      0.6400
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -60.5914     -2.2689     90.0000     76.0000     21.1875      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.9454      0.4934
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.3114     -2.2889     54.0000     77.0000     27.2812      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      2.4091      0.8403
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2914     -2.2889     55.0000     77.0000     26.8750      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      2.2635      0.7758
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2714     -2.2889     56.0000     77.0000     20.0625      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      0.7954      0.1904
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2514     -2.2889     57.0000     77.0000     23.6875      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.3876      0.5174
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2314     -2.2889     58.0000     77.0000     35.6406      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      8.6926      1.5774
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2114     -2.2889     59.0000     77.0000     38.2656      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000     13.0062      2.3563
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.1914     -2.2889     60.0000     77.0000     41.5625      0.0000      0.0000      0.0000      0.0000      0.0000     11.0000      2.0000     33.5326      3.6711
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.1714     -2.2889     61.0000     77.0000     42.2656      0.0000      0.0000      0.0000      0.0000      0.0000     11.0000      2.0000     37.4368      3.9733
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.1514     -2.2889     62.0000     77.0000     30.6406      0.0000      0.0000      0.0000      0.0000      0.0000     11.0000      1.0000      4.0348      1.1531
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.1314     -2.2889     63.0000     77.0000     28.2031      0.0000      0.0000      0.0000      0.0000      0.0000     11.0000      1.0000      2.7753      0.8754
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.1114     -2.2889     64.0000     77.0000     23.6719      0.0000      0.0000      0.0000      0.0000      0.0000     11.0000      1.0000      1.3843      0.5822
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -60.6914     -2.2889     85.0000     77.0000     23.3594      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.3195      0.5313
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -60.6714     -2.2889     86.0000     77.0000     28.3125      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000      4.2083      0.8937
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -60.6514     -2.2889     87.0000     77.0000     30.8594      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000      6.2714      1.1263
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -60.6314     -2.2889     88.0000     77.0000     28.7188      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000      4.4848      0.9168
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -60.6114     -2.2889     89.0000     77.0000     24.5625      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      2.0000      2.3389      0.6256
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.3314     -2.3089     53.0000     78.0000     25.2031      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.7511      0.5741
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.3114     -2.3089     54.0000     78.0000     27.9688      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      2.6773      0.7114
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2914     -2.3089     55.0000     78.0000     23.2969      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      1.3069      0.3812
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2714     -2.3089     56.0000     78.0000     28.8125      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      3.0475      0.8773
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2514     -2.3089     57.0000     78.0000     36.2656      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000      9.5679      1.8382
2014.0000      8.0000      1.0000      0.0000      0.0000      3.0000    -61.2314     -2.3089     58.0000     78.0000     39.1562      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      1.0000     14.9117      2.4259
